1,0,1,0.2,0.2,0.2
0,0,0,0.2,0.2,0.2
0,0,0,0.2,0.2,0.2
0,0,0,0.2,0.2,0.2
0,0,0,0.2,0.2,0.2
0,0,0,0.2,0.2,0.2
0,0,0,0.2,0.2,0.2
1,1,1,0.2,0.2,0.2
0,0,0,0.2,0.2,0.2
0,0,0,0.2,0.2,0.2
0,0,0,0.2,0.2,0.2
0,0,0,0.2,0.2,0.2
0,0,0,0.2,0.2,0.2
0,0,0,0.2,0.2,0.2
0,0,0,0.2,0.2,0.2
0,0,0,0.2,0.2,0.2
0,0,0,0.2,0.2,0.2
0,0,0,0.2,0.2,0.2
0,0,0,0.2,0.2,0.2
0,0,0,0.2,0.2,0.2
0,0,0,0.2,0.2,0.2
0,0,0,0.2,0.2,0.2
0,0,0,0.2,0.2,0.2
0,0,0,0.2,0.2,0.2
0,0,0,0.2,0.2,0.2
0,0,0,0.21,0.21,0.21
0,0,0,0.21,0.21,0.21
0,0,0,0.21,0.21,0.21
0,0,0,0.21,0.21,0.21
0,0,0,0.21,0.21,0.21
0,0,0,0.23,0.23,0.23
0,0,0,0.23,0.23,0.23
1,1,1,0.23,0.23,0.23
0,0,0,0.23,0.23,0.23
0,0,0,0.23,0.23,0.23
0,0,0,0.27,0.27,0.27
1,1,1,0.26,0.26,0.26
0,0,0,0.27,0.27,0.27
0,0,0,0.27,0.27,0.27
0,1,0,0.27,0.26,0.27
1,1,1,0.35,0.35,0.35
0,0,0,0.35,0.35,0.35
1,1,1,0.34,0.34,0.34
1,1,1,0.34,0.34,0.34
0,0,0,0.35,0.35,0.35
1,1,1,0.38,0.38,0.38
0,0,0,0.4,0.4,0.4
0,0,0,0.4,0.4,0.4
1,1,1,0.38,0.38,0.38
1,1,1,0.38,0.38,0.38
1,1,1,0.39,0.39,0.39
1,1,1,0.38,0.38,0.38
1,1,1,0.38,0.38,0.38
1,1,1,0.38,0.38,0.38
1,1,1,0.39,0.39,0.39
0,0,0,0.39,0.39,0.39
1,1,1,0.38,0.38,0.38
1,1,1,0.38,0.38,0.38
1,1,1,0.38,0.38,0.38
1,1,1,0.39,0.39,0.39
1,1,1,0.38,0.38,0.38
1,1,1,0.39,0.39,0.39
1,1,1,0.39,0.39,0.39
1,1,1,0.4,0.4,0.4
1,1,1,0.38,0.38,0.38
1,1,1,0.41,0.41,0.41
1,1,1,0.42,0.42,0.42
1,1,1,0.4,0.4,0.4
1,1,1,0.4,0.4,0.4
0,0,0,0.42,0.42,0.42
1,1,1,0.45,0.45,0.45
1,1,1,0.44,0.44,0.44
1,1,1,0.44,0.44,0.44
1,1,1,0.44,0.44,0.44
1,1,1,0.44,0.44,0.44
0,0,0,0.51,0.51,0.51
0,0,0,0.51,0.51,0.51
0,0,0,0.51,0.51,0.51
0,0,0,0.51,0.51,0.51
0,0,0,0.51,0.51,0.51
1,1,1,0.47,0.47,0.47
1,1,1,0.47,0.47,0.47
1,1,1,0.47,0.47,0.47
1,1,1,0.48,0.48,0.48
1,1,1,0.47,0.47,0.47
1,1,1,0.47,0.47,0.47
1,1,1,0.47,0.47,0.47
1,1,1,0.47,0.47,0.47
1,1,1,0.47,0.47,0.47
1,1,1,0.49,0.49,0.49
1,1,1,0.47,0.47,0.47
1,1,1,0.46,0.46,0.46
1,1,1,0.47,0.47,0.47
1,1,1,0.46,0.46,0.46
1,1,1,0.46,0.46,0.46
1,1,1,0.44,0.44,0.44
1,1,1,0.44,0.44,0.44
1,1,1,0.45,0.45,0.45
1,1,1,0.44,0.44,0.44
1,1,1,0.44,0.44,0.44
1,1,1,0.44,0.44,0.44
1,1,0,0.44,0.44,0.46
1,1,1,0.46,0.46,0.46
1,1,1,0.44,0.44,0.44
1,1,1,0.44,0.44,0.44
1,1,1,0.44,0.44,0.44
1,1,1,0.44,0.44,0.44
1,1,1,0.44,0.44,0.44
1,1,1,0.44,0.44,0.44
1,1,1,0.44,0.44,0.44
1,1,1,0.44,0.44,0.44
1,1,1,0.44,0.44,0.44
1,1,1,0.44,0.44,0.44
1,1,1,0.44,0.44,0.44
1,1,1,0.44,0.44,0.44
1,1,1,0.44,0.44,0.44
0,0,0,0.46,0.46,0.46
1,1,1,0.44,0.44,0.44
1,1,1,0.44,0.44,0.44
1,1,1,0.44,0.44,0.44
1,1,1,0.43,0.43,0.43
1,1,1,0.43,0.43,0.43
1,1,1,0.44,0.44,0.44
1,1,1,0.45,0.45,0.45
1,1,1,0.43,0.43,0.43
1,1,1,0.42,0.42,0.42
1,1,1,0.43,0.43,0.43
1,1,1,0.42,0.42,0.42
1,1,1,0.42,0.42,0.42
1,1,1,0.43,0.43,0.43
1,1,1,0.41,0.41,0.41
1,1,1,0.41,0.41,0.41
1,0,1,0.41,0.43,0.41
1,1,1,0.41,0.41,0.41
1,1,1,0.41,0.41,0.41
1,1,1,0.4,0.4,0.4
1,1,1,0.4,0.4,0.4
0,0,0,0.42,0.42,0.42
1,1,1,0.4,0.4,0.4
1,1,1,0.4,0.4,0.4
1,1,1,0.39,0.39,0.39
1,1,1,0.39,0.39,0.39
1,1,1,0.39,0.39,0.39
1,1,1,0.39,0.39,0.39
1,1,1,0.39,0.39,0.39
0,0,0,0.4,0.4,0.4
1,1,1,0.38,0.38,0.38
1,0,1,0.38,0.4,0.38
1,1,1,0.38,0.38,0.38
0,0,0,0.4,0.4,0.4
0,0,0,0.39,0.39,0.39
1,1,1,0.39,0.39,0.39
1,1,1,0.38,0.38,0.38
1,1,1,0.38,0.38,0.38
1,1,1,0.38,0.38,0.38
0,0,0,0.38,0.38,0.38
0,0,0,0.38,0.38,0.38
1,1,1,0.37,0.37,0.37
1,1,1,0.37,0.37,0.37
1,1,1,0.36,0.36,0.36
