41	0	0	nan
34	2	2	1.000000
16	0	0	nan
39	2	2	1.000000
25	0	0	nan
40	0	0	nan
30	2	2	1.000000
49	0	0	nan
45	0	0	nan
7	3	6	0.500000
42	2	2	1.000000
19	2	2	1.000000
43	2	2	1.000000
8	4	6	0.666667
14	3	5	0.600000
24	0	0	nan
46	2	2	1.000000
38	2	2	1.000000
10	4	6	0.666667
31	1	2	0.500000
47	0	0	nan
35	2	2	1.000000
44	0	0	nan
20	0	0	nan
20	0	0	nan
36	0	0	nan
39	2	2	1.000000
14	5	5	1.000000
48	0	0	nan
25	0	0	nan
31	2	2	1.000000
33	0	0	nan
38	2	2	1.000000
8	5	6	0.833333
21	0	0	nan
17	0	0	nan
12	0	0	nan
23	1	2	0.500000
37	0	0	nan
42	0	2	0.000000
7	3	6	0.500000
43	2	2	1.000000
32	0	0	nan
28	0	0	nan
47	0	0	nan
40	0	0	nan
9	6	6	1.000000
24	0	0	nan
22	1	2	0.500000
15	4	5	0.800000
45	0	0	nan
16	0	0	nan
13	0	0	nan
34	2	2	1.000000
41	0	0	nan
19	2	2	1.000000
46	2	2	1.000000
30	2	2	1.000000
18	1	2	0.500000
26	2	2	1.000000
44	0	0	nan
49	0	0	nan
27	2	2	1.000000
35	2	2	1.000000
29	0	0	nan
11	5	6	0.833333
10	4	6	0.666667
36	0	0	nan
23	2	2	1.000000
45	0	0	nan
27	2	2	1.000000
13	0	0	nan
19	2	2	1.000000
20	0	0	nan
28	0	0	nan
33	0	0	nan
21	0	0	nan
30	2	2	1.000000
26	2	2	1.000000
39	1	2	0.500000
7	5	6	0.833333
18	2	2	1.000000
48	0	0	nan
42	1	2	0.500000
44	0	0	nan
14	4	5	0.800000
43	2	2	1.000000
10	4	6	0.666667
40	0	0	nan
12	0	0	nan
37	0	0	nan
16	0	0	nan
32	0	0	nan
34	2	2	1.000000
29	0	0	nan
31	2	2	1.000000
17	0	0	nan
25	0	0	nan
15	4	5	0.800000
47	0	0	nan
9	3	6	0.500000
46	2	2	1.000000
38	2	2	1.000000
24	0	0	nan
8	5	6	0.833333
41	0	0	nan
35	2	2	1.000000
22	2	2	1.000000
49	0	0	nan
11	5	6	0.833333
11	6	6	1.000000
40	0	0	nan
48	0	0	nan
31	2	2	1.000000
42	2	2	1.000000
30	2	2	1.000000
23	2	2	1.000000
15	5	5	1.000000
44	0	0	nan
26	2	2	1.000000
7	5	6	0.833333
38	2	2	1.000000
41	0	0	nan
39	2	2	1.000000
33	0	0	nan
25	0	0	nan
21	0	0	nan
18	2	2	1.000000
28	0	0	nan
10	6	6	1.000000
19	2	2	1.000000
13	0	0	nan
24	0	0	nan
34	2	2	1.000000
43	2	2	1.000000
27	2	2	1.000000
36	0	0	nan
8	4	6	0.666667
37	0	0	nan
22	2	2	1.000000
49	0	0	nan
29	0	0	nan
20	0	0	nan
46	2	2	1.000000
47	0	0	nan
9	6	6	1.000000
17	0	0	nan
32	0	0	nan
16	0	0	nan
35	2	2	1.000000
12	0	0	nan
14	3	5	0.600000
45	0	0	nan
18	1	2	0.500000
38	2	2	1.000000
45	0	0	nan
8	6	6	1.000000
25	0	0	nan
9	4	6	0.666667
42	2	2	1.000000
28	0	0	nan
15	5	5	1.000000
39	2	2	1.000000
13	0	0	nan
49	0	0	nan
22	2	2	1.000000
41	0	0	nan
37	0	0	nan
12	0	0	nan
33	0	0	nan
20	0	0	nan
34	2	2	1.000000
11	6	6	1.000000
19	1	2	0.500000
26	2	2	1.000000
47	0	0	nan
44	0	0	nan
14	5	5	1.000000
31	2	2	1.000000
43	2	2	1.000000
29	0	0	nan
32	0	0	nan
36	0	0	nan
24	0	0	nan
40	0	0	nan
17	0	0	nan
46	2	2	1.000000
27	1	2	0.500000
48	0	0	nan
16	0	0	nan
7	3	6	0.500000
30	2	2	1.000000
21	0	0	nan
35	2	2	1.000000
10	5	6	0.833333
23	2	2	1.000000
12	0	0	nan
18	2	2	1.000000
37	0	0	nan
10	5	6	0.833333
49	0	0	nan
20	0	0	nan
36	0	0	nan
19	2	2	1.000000
11	4	6	0.666667
30	2	2	1.000000
32	0	0	nan
15	5	5	1.000000
38	0	2	0.000000
13	0	0	nan
43	2	2	1.000000
45	0	0	nan
48	0	0	nan
14	5	5	1.000000
23	1	2	0.500000
40	0	0	nan
39	2	2	1.000000
41	0	0	nan
7	3	6	0.500000
34	2	2	1.000000
8	4	6	0.666667
47	0	0	nan
29	0	0	nan
17	0	0	nan
33	0	0	nan
9	6	6	1.000000
28	0	0	nan
25	0	0	nan
22	1	2	0.500000
44	0	0	nan
46	2	2	1.000000
31	2	2	1.000000
42	1	2	0.500000
24	0	0	nan
27	2	2	1.000000
26	2	2	1.000000
35	2	2	1.000000
21	0	0	nan
16	0	0	nan
18	2	2	1.000000
48	0	0	nan
9	5	6	0.833333
10	6	6	1.000000
43	2	2	1.000000
31	2	2	1.000000
49	0	0	nan
25	0	0	nan
19	1	2	0.500000
36	0	0	nan
7	5	6	0.833333
22	2	2	1.000000
45	0	0	nan
14	2	5	0.400000
17	0	0	nan
33	0	0	nan
20	0	0	nan
32	0	0	nan
23	2	2	1.000000
42	2	2	1.000000
40	0	0	nan
12	0	0	nan
41	0	0	nan
47	0	0	nan
21	0	0	nan
16	0	0	nan
13	0	0	nan
28	0	0	nan
39	2	2	1.000000
29	0	0	nan
27	1	2	0.500000
38	2	2	1.000000
44	0	0	nan
37	0	0	nan
26	2	2	1.000000
46	2	2	1.000000
34	2	2	1.000000
24	0	0	nan
15	3	5	0.600000
35	2	2	1.000000
8	4	6	0.666667
11	3	6	0.500000
30	2	2	1.000000
18	1	2	0.500000
24	0	0	nan
21	0	0	nan
38	2	2	1.000000
16	0	0	nan
11	4	6	0.666667
20	0	0	nan
49	0	0	nan
7	4	6	0.666667
17	0	0	nan
23	2	2	1.000000
22	2	2	1.000000
39	2	2	1.000000
43	2	2	1.000000
45	0	0	nan
42	2	2	1.000000
40	0	0	nan
25	0	0	nan
19	1	2	0.500000
44	0	0	nan
37	0	0	nan
28	0	0	nan
13	0	0	nan
12	0	0	nan
32	0	0	nan
48	0	0	nan
14	4	5	0.800000
34	2	2	1.000000
31	1	2	0.500000
10	5	6	0.833333
41	0	0	nan
26	1	2	0.500000
27	2	2	1.000000
46	1	2	0.500000
15	5	5	1.000000
47	0	0	nan
33	0	0	nan
9	5	6	0.833333
8	6	6	1.000000
35	1	2	0.500000
29	0	0	nan
30	1	2	0.500000
36	0	0	nan
40	0	0	nan
10	5	6	0.833333
17	0	0	nan
39	2	2	1.000000
48	0	0	nan
13	0	0	nan
22	2	2	1.000000
45	0	0	nan
15	3	5	0.600000
41	0	0	nan
31	2	2	1.000000
29	0	0	nan
26	2	2	1.000000
43	2	2	1.000000
47	0	0	nan
12	0	0	nan
16	0	0	nan
38	2	2	1.000000
19	1	2	0.500000
42	2	2	1.000000
25	0	0	nan
9	6	6	1.000000
20	0	0	nan
21	0	0	nan
11	5	6	0.833333
34	2	2	1.000000
37	0	0	nan
28	0	0	nan
23	2	2	1.000000
44	0	0	nan
8	4	6	0.666667
33	0	0	nan
36	0	0	nan
46	2	2	1.000000
7	4	6	0.666667
30	2	2	1.000000
24	0	0	nan
18	2	2	1.000000
27	1	2	0.500000
35	1	2	0.500000
49	0	0	nan
14	5	5	1.000000
32	0	0	nan
40	0	0	nan
47	0	0	nan
11	5	6	0.833333
9	6	6	1.000000
42	1	2	0.500000
26	2	2	1.000000
14	3	5	0.600000
25	0	0	nan
15	5	5	1.000000
28	0	0	nan
17	0	0	nan
20	0	0	nan
23	2	2	1.000000
41	0	0	nan
45	0	0	nan
30	2	2	1.000000
39	2	2	1.000000
43	1	2	0.500000
27	2	2	1.000000
38	1	2	0.500000
8	5	6	0.833333
7	6	6	1.000000
18	1	2	0.500000
16	0	0	nan
32	0	0	nan
12	0	0	nan
33	0	0	nan
49	0	0	nan
21	0	0	nan
48	0	0	nan
34	2	2	1.000000
37	0	0	nan
44	0	0	nan
46	2	2	1.000000
24	0	0	nan
19	2	2	1.000000
22	2	2	1.000000
31	1	2	0.500000
29	0	0	nan
13	0	0	nan
35	1	2	0.500000
10	4	6	0.666667
36	0	0	nan
47	0	0	nan
12	0	0	nan
36	0	0	nan
38	1	2	0.500000
27	1	2	0.500000
23	2	2	1.000000
11	4	6	0.666667
32	0	0	nan
28	0	0	nan
41	0	0	nan
43	2	2	1.000000
20	0	0	nan
15	4	5	0.800000
19	2	2	1.000000
22	2	2	1.000000
26	1	2	0.500000
14	3	5	0.600000
21	0	0	nan
40	0	0	nan
13	0	0	nan
34	1	2	0.500000
7	6	6	1.000000
45	0	0	nan
9	4	6	0.666667
29	0	0	nan
33	0	0	nan
16	0	0	nan
39	2	2	1.000000
49	0	0	nan
42	1	2	0.500000
18	1	2	0.500000
31	2	2	1.000000
8	4	6	0.666667
17	0	0	nan
46	2	2	1.000000
44	0	0	nan
30	2	2	1.000000
37	0	0	nan
48	0	0	nan
35	2	2	1.000000
25	0	0	nan
10	6	6	1.000000
24	0	0	nan
30	1	2	0.500000
27	2	2	1.000000
38	2	2	1.000000
37	0	0	nan
20	0	0	nan
24	0	0	nan
8	6	6	1.000000
17	0	0	nan
18	2	2	1.000000
26	2	2	1.000000
9	4	6	0.666667
29	0	0	nan
11	5	6	0.833333
40	0	0	nan
45	0	0	nan
42	1	2	0.500000
21	0	0	nan
19	2	2	1.000000
15	5	5	1.000000
16	0	0	nan
25	0	0	nan
36	0	0	nan
31	2	2	1.000000
32	0	0	nan
10	6	6	1.000000
28	0	0	nan
7	6	6	1.000000
14	4	5	0.800000
22	1	2	0.500000
43	2	2	1.000000
23	2	2	1.000000
41	0	0	nan
33	0	0	nan
46	2	2	1.000000
39	2	2	1.000000
12	0	0	nan
47	0	0	nan
34	2	2	1.000000
13	0	0	nan
35	2	2	1.000000
49	0	0	nan
44	0	0	nan
48	0	0	nan
23	1	2	0.500000
24	0	0	nan
16	0	0	nan
36	0	0	nan
32	0	0	nan
34	1	2	0.500000
12	0	0	nan
39	2	2	1.000000
29	0	0	nan
14	5	5	1.000000
40	0	0	nan
17	0	0	nan
41	0	0	nan
49	0	0	nan
13	0	0	nan
11	6	6	1.000000
21	0	0	nan
22	1	2	0.500000
7	6	6	1.000000
19	2	2	1.000000
31	1	2	0.500000
25	0	0	nan
10	6	6	1.000000
26	2	2	1.000000
20	0	0	nan
18	2	2	1.000000
8	5	6	0.833333
47	0	0	nan
27	1	2	0.500000
37	0	0	nan
15	3	5	0.600000
45	0	0	nan
38	2	2	1.000000
33	0	0	nan
42	2	2	1.000000
46	2	2	1.000000
43	2	2	1.000000
28	0	0	nan
9	4	6	0.666667
30	2	2	1.000000
35	2	2	1.000000
44	0	0	nan
48	0	0	nan
39	1	2	0.500000
23	2	2	1.000000
36	0	0	nan
25	0	0	nan
42	2	2	1.000000
15	3	5	0.600000
14	4	5	0.800000
37	0	0	nan
11	3	6	0.500000
45	0	0	nan
44	0	0	nan
22	2	2	1.000000
29	0	0	nan
40	0	0	nan
9	5	6	0.833333
13	0	0	nan
10	6	6	1.000000
30	1	2	0.500000
17	0	0	nan
21	0	0	nan
43	2	2	1.000000
31	2	2	1.000000
19	2	2	1.000000
16	0	0	nan
7	2	6	0.333333
8	6	6	1.000000
27	2	2	1.000000
18	1	2	0.500000
26	2	2	1.000000
24	0	0	nan
49	0	0	nan
48	0	0	nan
32	0	0	nan
46	2	2	1.000000
28	0	0	nan
47	0	0	nan
38	2	2	1.000000
34	1	2	0.500000
12	0	0	nan
35	2	2	1.000000
20	0	0	nan
41	0	0	nan
33	0	0	nan
48	0	0	nan
29	0	0	nan
43	2	2	1.000000
41	0	0	nan
26	2	2	1.000000
12	0	0	nan
25	0	0	nan
30	2	2	1.000000
34	1	2	0.500000
23	2	2	1.000000
9	4	6	0.666667
36	0	0	nan
21	0	0	nan
17	0	0	nan
10	5	6	0.833333
42	2	2	1.000000
38	2	2	1.000000
44	0	0	nan
24	0	0	nan
45	0	0	nan
37	0	0	nan
14	4	5	0.800000
13	0	0	nan
32	0	0	nan
49	0	0	nan
19	2	2	1.000000
7	5	6	0.833333
20	0	0	nan
15	4	5	0.800000
18	2	2	1.000000
11	5	6	0.833333
31	1	2	0.500000
46	1	2	0.500000
8	5	6	0.833333
22	2	2	1.000000
27	1	2	0.500000
47	0	0	nan
33	0	0	nan
40	0	0	nan
35	2	2	1.000000
16	0	0	nan
28	0	0	nan
39	2	2	1.000000
7	5	6	0.833333
47	0	0	nan
32	0	0	nan
24	0	0	nan
33	0	0	nan
18	2	2	1.000000
28	0	0	nan
9	6	6	1.000000
36	0	0	nan
12	0	0	nan
19	2	2	1.000000
20	0	0	nan
21	0	0	nan
45	0	0	nan
40	0	0	nan
8	4	6	0.666667
34	2	2	1.000000
31	1	2	0.500000
11	6	6	1.000000
48	0	0	nan
39	2	2	1.000000
43	2	2	1.000000
15	3	5	0.600000
30	2	2	1.000000
38	1	2	0.500000
14	5	5	1.000000
27	2	2	1.000000
10	1	6	0.166667
37	0	0	nan
16	0	0	nan
23	2	2	1.000000
17	0	0	nan
49	0	0	nan
29	0	0	nan
46	2	2	1.000000
42	2	2	1.000000
26	1	2	0.500000
41	0	0	nan
25	0	0	nan
35	0	2	0.000000
22	2	2	1.000000
13	0	0	nan
44	0	0	nan
47	0	0	nan
23	1	2	0.500000
13	0	0	nan
38	2	2	1.000000
29	0	0	nan
34	2	2	1.000000
14	5	5	1.000000
32	0	0	nan
39	2	2	1.000000
15	3	5	0.600000
9	6	6	1.000000
27	2	2	1.000000
42	2	2	1.000000
49	0	0	nan
44	0	0	nan
10	4	6	0.666667
12	0	0	nan
18	1	2	0.500000
41	0	0	nan
26	2	2	1.000000
7	6	6	1.000000
48	0	0	nan
30	2	2	1.000000
19	2	2	1.000000
16	0	0	nan
36	0	0	nan
25	0	0	nan
33	0	0	nan
28	0	0	nan
45	0	0	nan
17	0	0	nan
8	6	6	1.000000
37	0	0	nan
11	5	6	0.833333
22	2	2	1.000000
46	2	2	1.000000
43	2	2	1.000000
40	0	0	nan
21	0	0	nan
35	2	2	1.000000
20	0	0	nan
31	2	2	1.000000
24	0	0	nan
17	0	0	nan
25	0	0	nan
42	2	2	1.000000
13	0	0	nan
7	3	6	0.500000
34	2	2	1.000000
36	0	0	nan
16	6	6	1.000000
12	5	6	0.833333
30	1	2	0.500000
33	0	0	nan
20	0	0	nan
41	0	0	nan
45	0	0	nan
14	5	6	0.833333
37	0	0	nan
18	3	3	1.000000
24	0	0	nan
47	0	0	nan
32	0	0	nan
23	2	2	1.000000
22	2	2	1.000000
38	2	2	1.000000
43	2	2	1.000000
15	5	6	0.833333
39	2	2	1.000000
8	3	6	0.500000
40	0	0	nan
49	0	0	nan
26	2	2	1.000000
10	6	6	1.000000
27	2	2	1.000000
9	5	6	0.833333
46	2	2	1.000000
44	0	0	nan
21	0	0	nan
28	0	0	nan
48	0	0	nan
19	2	3	0.666667
35	1	2	0.500000
29	0	0	nan
31	2	2	1.000000
11	6	6	1.000000
23	2	2	1.000000
21	0	0	nan
41	0	0	nan
18	1	3	0.333333
29	0	0	nan
30	2	2	1.000000
31	2	2	1.000000
24	0	0	nan
13	0	0	nan
40	0	0	nan
42	2	2	1.000000
12	6	6	1.000000
10	6	6	1.000000
16	6	6	1.000000
47	0	0	nan
14	6	6	1.000000
19	3	3	1.000000
7	5	6	0.833333
36	0	0	nan
17	0	0	nan
44	0	0	nan
33	0	0	nan
32	0	0	nan
43	2	2	1.000000
20	0	0	nan
22	2	2	1.000000
34	2	2	1.000000
25	0	0	nan
27	2	2	1.000000
8	4	6	0.666667
9	4	6	0.666667
26	2	2	1.000000
49	0	0	nan
46	2	2	1.000000
28	0	0	nan
37	0	0	nan
48	0	0	nan
45	0	0	nan
15	4	6	0.666667
35	1	2	0.500000
39	1	2	0.500000
38	2	2	1.000000
11	5	6	0.833333
29	0	0	nan
19	3	3	1.000000
15	5	6	0.833333
31	2	2	1.000000
22	2	2	1.000000
39	2	2	1.000000
7	6	6	1.000000
45	0	0	nan
25	0	0	nan
12	6	6	1.000000
10	5	6	0.833333
26	1	2	0.500000
49	0	0	nan
33	0	0	nan
8	3	6	0.500000
27	2	2	1.000000
23	0	2	0.000000
20	0	0	nan
40	0	0	nan
9	3	6	0.500000
11	5	6	0.833333
37	0	0	nan
36	0	0	nan
43	2	2	1.000000
38	2	2	1.000000
21	0	0	nan
17	0	0	nan
30	1	2	0.500000
16	5	6	0.833333
14	3	6	0.500000
28	0	0	nan
24	0	0	nan
34	2	2	1.000000
48	0	0	nan
46	2	2	1.000000
41	0	0	nan
42	2	2	1.000000
18	3	3	1.000000
13	0	0	nan
35	2	2	1.000000
44	0	0	nan
47	0	0	nan
32	0	0	nan
45	0	0	nan
38	2	2	1.000000
29	0	0	nan
43	2	2	1.000000
33	0	0	nan
41	0	0	nan
47	0	0	nan
22	2	2	1.000000
10	5	6	0.833333
36	0	0	nan
11	6	6	1.000000
24	0	0	nan
27	1	2	0.500000
25	0	0	nan
37	0	0	nan
30	2	2	1.000000
13	0	0	nan
16	5	6	0.833333
48	0	0	nan
9	6	6	1.000000
8	3	6	0.500000
17	0	0	nan
21	0	0	nan
18	2	3	0.666667
34	2	2	1.000000
28	0	0	nan
44	0	0	nan
40	0	0	nan
49	0	0	nan
12	6	6	1.000000
20	0	0	nan
32	0	0	nan
39	2	2	1.000000
19	2	3	0.666667
23	2	2	1.000000
46	2	2	1.000000
14	6	6	1.000000
26	2	2	1.000000
7	6	6	1.000000
35	1	2	0.500000
31	2	2	1.000000
15	6	6	1.000000
42	2	2	1.000000
34	1	2	0.500000
18	3	3	1.000000
30	2	2	1.000000
21	0	0	nan
15	5	6	0.833333
36	0	0	nan
10	5	6	0.833333
20	0	0	nan
49	0	0	nan
39	1	2	0.500000
40	0	0	nan
26	2	2	1.000000
25	0	0	nan
29	0	0	nan
19	3	3	1.000000
23	1	2	0.500000
27	2	2	1.000000
22	2	2	1.000000
44	0	0	nan
17	0	0	nan
43	0	2	0.000000
8	4	6	0.666667
14	3	6	0.500000
28	0	0	nan
45	0	0	nan
38	1	2	0.500000
33	0	0	nan
7	3	6	0.500000
12	4	6	0.666667
42	2	2	1.000000
31	1	2	0.500000
32	0	0	nan
37	0	0	nan
46	2	2	1.000000
16	4	6	0.666667
11	6	6	1.000000
47	0	0	nan
24	0	0	nan
41	0	0	nan
35	2	2	1.000000
13	0	0	nan
9	6	6	1.000000
48	0	0	nan
33	0	0	nan
48	0	0	nan
13	0	0	nan
44	0	0	nan
25	0	0	nan
14	6	6	1.000000
47	0	0	nan
43	2	2	1.000000
15	5	6	0.833333
27	2	2	1.000000
26	1	2	0.500000
42	2	2	1.000000
38	1	2	0.500000
19	3	3	1.000000
21	0	0	nan
28	0	0	nan
49	0	0	nan
37	0	0	nan
9	4	6	0.666667
23	2	2	1.000000
36	0	0	nan
24	0	0	nan
11	5	6	0.833333
17	0	0	nan
12	6	6	1.000000
31	1	2	0.500000
22	1	2	0.500000
10	4	6	0.666667
40	0	0	nan
32	0	0	nan
18	3	3	1.000000
29	0	0	nan
34	2	2	1.000000
46	2	2	1.000000
30	2	2	1.000000
41	0	0	nan
45	0	0	nan
16	5	6	0.833333
7	6	6	1.000000
35	2	2	1.000000
39	0	2	0.000000
8	6	6	1.000000
20	0	0	nan
49	0	0	nan
22	2	2	1.000000
38	2	2	1.000000
45	0	0	nan
28	0	0	nan
42	2	2	1.000000
32	0	0	nan
41	0	0	nan
16	6	6	1.000000
17	0	0	nan
12	3	6	0.500000
14	4	6	0.666667
24	0	0	nan
44	0	0	nan
47	0	0	nan
33	0	0	nan
11	5	6	0.833333
21	0	0	nan
39	2	2	1.000000
43	1	2	0.500000
25	0	0	nan
27	2	2	1.000000
15	4	6	0.666667
23	2	2	1.000000
31	2	2	1.000000
37	0	0	nan
13	0	0	nan
34	2	2	1.000000
36	0	0	nan
7	5	6	0.833333
19	3	3	1.000000
40	0	0	nan
8	6	6	1.000000
48	0	0	nan
46	2	2	1.000000
29	0	0	nan
20	0	0	nan
26	1	2	0.500000
18	3	3	1.000000
10	6	6	1.000000
35	2	2	1.000000
30	2	2	1.000000
9	6	6	1.000000
22	2	2	1.000000
28	0	0	nan
16	4	6	0.666667
19	2	3	0.666667
40	0	0	nan
39	2	2	1.000000
49	0	0	nan
13	0	0	nan
36	0	0	nan
21	0	0	nan
42	2	2	1.000000
15	6	6	1.000000
38	2	2	1.000000
11	3	6	0.500000
27	2	2	1.000000
47	0	0	nan
24	0	0	nan
25	0	0	nan
9	3	6	0.500000
17	0	0	nan
14	6	6	1.000000
48	0	0	nan
20	0	0	nan
44	0	0	nan
43	2	2	1.000000
45	0	0	nan
18	3	3	1.000000
10	6	6	1.000000
12	6	6	1.000000
41	0	0	nan
31	2	2	1.000000
30	1	2	0.500000
46	2	2	1.000000
34	2	2	1.000000
7	5	6	0.833333
32	0	0	nan
29	0	0	nan
37	0	0	nan
8	4	6	0.666667
35	1	2	0.500000
26	2	2	1.000000
33	0	0	nan
23	2	2	1.000000
30	2	2	1.000000
28	0	0	nan
48	0	0	nan
25	0	0	nan
15	6	6	1.000000
8	4	6	0.666667
23	2	2	1.000000
41	0	0	nan
39	1	2	0.500000
16	6	6	1.000000
32	0	0	nan
11	5	6	0.833333
18	3	3	1.000000
13	0	0	nan
19	3	3	1.000000
31	2	2	1.000000
49	0	0	nan
14	4	6	0.666667
47	0	0	nan
34	2	2	1.000000
38	2	2	1.000000
43	2	2	1.000000
20	0	0	nan
45	0	0	nan
26	2	2	1.000000
24	0	0	nan
9	6	6	1.000000
44	0	0	nan
40	0	0	nan
33	0	0	nan
12	6	6	1.000000
42	2	2	1.000000
46	2	2	1.000000
29	0	0	nan
37	0	0	nan
10	4	6	0.666667
27	0	2	0.000000
17	0	0	nan
7	4	6	0.666667
35	2	2	1.000000
22	2	2	1.000000
21	0	0	nan
36	0	0	nan
48	0	0	nan
16	6	6	1.000000
25	0	0	nan
26	2	2	1.000000
7	6	6	1.000000
31	2	2	1.000000
36	0	0	nan
37	0	0	nan
27	2	2	1.000000
14	6	6	1.000000
41	0	0	nan
44	0	0	nan
28	0	0	nan
13	0	0	nan
30	1	2	0.500000
32	0	0	nan
20	0	0	nan
47	0	0	nan
21	0	0	nan
22	2	2	1.000000
24	0	0	nan
8	4	6	0.666667
40	0	0	nan
33	0	0	nan
15	4	6	0.666667
39	2	2	1.000000
45	0	0	nan
10	6	6	1.000000
9	5	6	0.833333
34	2	2	1.000000
23	2	2	1.000000
12	6	6	1.000000
46	2	2	1.000000
49	0	0	nan
18	3	3	1.000000
42	2	2	1.000000
43	1	2	0.500000
38	2	2	1.000000
29	0	0	nan
35	2	2	1.000000
17	0	0	nan
11	5	6	0.833333
19	3	3	1.000000
41	0	0	nan
18	2	3	0.666667
13	0	0	nan
45	0	0	nan
22	2	2	1.000000
15	6	6	1.000000
23	2	2	1.000000
28	0	0	nan
30	2	2	1.000000
11	5	6	0.833333
49	0	0	nan
27	2	2	1.000000
7	4	6	0.666667
38	2	2	1.000000
29	0	0	nan
20	0	0	nan
40	0	0	nan
36	0	0	nan
12	3	6	0.500000
21	0	0	nan
33	0	0	nan
25	0	0	nan
31	2	2	1.000000
48	0	0	nan
17	0	0	nan
24	0	0	nan
34	2	2	1.000000
19	3	3	1.000000
8	3	6	0.500000
47	0	0	nan
37	0	0	nan
44	0	0	nan
46	2	2	1.000000
9	4	6	0.666667
39	2	2	1.000000
14	5	6	0.833333
42	1	2	0.500000
26	2	2	1.000000
43	1	2	0.500000
35	2	2	1.000000
10	5	6	0.833333
32	0	0	nan
16	5	6	0.833333
27	2	2	1.000000
10	5	6	0.833333
41	0	0	nan
45	0	0	nan
32	0	0	nan
44	0	0	nan
31	2	2	1.000000
26	2	2	1.000000
19	3	3	1.000000
39	1	2	0.500000
16	0	6	0.000000
49	0	0	nan
28	0	0	nan
13	0	0	nan
12	5	6	0.833333
8	1	6	0.166667
23	2	2	1.000000
25	0	0	nan
20	0	0	nan
17	0	0	nan
30	1	2	0.500000
36	0	0	nan
34	2	2	1.000000
48	0	0	nan
11	3	6	0.500000
43	2	2	1.000000
22	1	2	0.500000
42	2	2	1.000000
40	0	0	nan
38	2	2	1.000000
47	0	0	nan
37	0	0	nan
24	0	0	nan
46	2	2	1.000000
18	3	3	1.000000
14	5	6	0.833333
21	0	0	nan
7	6	6	1.000000
33	0	0	nan
9	6	6	1.000000
35	2	2	1.000000
15	6	6	1.000000
29	0	0	nan
36	0	0	nan
22	2	2	1.000000
47	0	0	nan
32	0	0	nan
23	1	2	0.500000
17	0	0	nan
38	2	2	1.000000
31	2	2	1.000000
40	0	0	nan
27	2	2	1.000000
42	2	2	1.000000
29	0	0	nan
41	0	0	nan
9	6	6	1.000000
10	4	6	0.666667
13	0	0	nan
