1.0	0.46	0.11577844	153	47
1.0	0.46	0.11577844	154	47
1.0	0.46	0.11577844	155	47
1.0	0.46	0.11577844	156	47
1.0	0.46	0.11577844	157	47
1.0	0.46	0.11577844	158	47
1.0	0.47	0.10775431	159	47
1.0	0.46	0.11577844	160	47
1.0	0.46	0.11577844	161	47
1.0	0.46	0.11577844	162	47
1.0	0.46	0.11577844	163	47
1.0	0.46	0.11577844	164	47
1.0	0.46	0.11577844	165	47
1.0	0.47	0.10775431	166	47
1.0	0.46	0.11577844	167	47
1.0	0.46	0.11577844	168	47
1.0	0.46	0.11577844	169	47
1.0	0.46	0.11577844	170	47
1.0	0.46	0.11577844	171	47
1.0	0.47	0.10775431	172	47
1.0	0.46	0.11577844	173	47
1.0	0.46	0.11577844	174	47
1.0	0.46	0.11577844	175	47
1.0	0.46	0.11577844	176	47
1.0	0.46	0.11577844	177	47
0.0	0.48	-0.90041264	177	47
1.0	0.46	0.11577844	178	47
1.0	0.47	0.10775431	179	47
1.0	0.46	0.11577844	180	47
1.0	0.46	0.11577844	181	47
1.0	0.46	0.11577844	182	47
1.0	0.46	0.11577844	183	47
0.777777777778	0.472222222222	-0.116270447531	183	47
1.0	0.46	0.11577844	184	47
1.0	0.48	0.09958736	185	47
1.0	0.46	0.11577844	186	47
1.0	0.46	0.11577844	187	47
0.0	0.48	-0.90041264	187	47
1.0	0.46	0.11577844	188	47
1.0	0.46	0.11577844	189	47
1.0	0.46	0.11577844	190	47
1.0	0.47	0.10775431	191	47
0.0	0.48	-0.90041264	191	47
