1.0	0.46	0.11577844	1	47
1.0	0.46	0.11577844	2	47
1.0	0.46	0.11577844	3	47
1.0	0.46	0.11577844	4	47
1.0	0.46	0.11577844	5	47
1.0	0.46	0.11577844	6	47
1.0	0.46	0.11577844	7	47
1.0	0.47	0.10775431	8	47
1.0	0.47	0.10775431	9	47
1.0	0.46	0.11577844	10	47
1.0	0.46	0.11577844	11	47
1.0	0.46	0.11577844	12	47
1.0	0.46	0.11577844	13	47
1.0	0.47	0.10775431	14	47
1.0	0.46	0.11577844	15	47
1.0	0.46	0.11577844	16	47
1.0	0.46	0.11577844	17	47
1.0	0.46	0.11577844	18	47
1.0	0.47	0.10775431	19	47
1.0	0.47	0.10775431	20	47
1.0	0.48	0.09958736	21	47
1.0	0.46	0.11577844	22	47
1.0	0.47	0.10775431	23	47
1.0	0.46	0.11577844	24	47
0.0	0.48	-0.90041264	24	47
1.0	0.46	0.11577844	25	47
1.0	0.46	0.11577844	26	47
1.0	0.46	0.11577844	27	47
1.0	0.47	0.10775431	28	47
1.0	0.46	0.11577844	29	47
0.0	0.48	-0.90041264	29	47
1.0	0.46	0.11577844	30	47
1.0	0.46	0.11577844	31	47
1.0	0.46	0.11577844	32	47
1.0	0.46	0.11577844	33	47
1.0	0.46	0.11577844	34	47
1.0	0.46	0.11577844	35	47
1.0	0.46	0.11577844	36	47
1.0	0.46	0.11577844	37	47
1.0	0.48	0.09958736	38	47
1.0	0.46	0.11577844	39	47
1.0	0.46	0.11577844	40	47
1.0	0.47	0.10775431	41	47
0.0	0.48	-0.90041264	41	47
1.0	0.46	0.11577844	42	47
1.0	0.46	0.11577844	43	47
1.0	0.46	0.11577844	44	47
1.0	0.46	0.11577844	45	47
1.0	0.46	0.11577844	46	47
1.0	0.46	0.11577844	47	47
1.0	0.46	0.11577844	48	47
1.0	0.46	0.11577844	49	47
1.0	0.47	0.10775431	50	47
1.0	0.46	0.11577844	51	47
1.0	0.46	0.11577844	52	47
1.0	0.46	0.11577844	53	47
1.0	0.46	0.11577844	54	47
1.0	0.46	0.11577844	55	47
1.0	0.46	0.11577844	56	47
1.0	0.47	0.10775431	57	47
1.0	0.46	0.11577844	58	47
1.0	0.46	0.11577844	59	47
1.0	0.46	0.11577844	60	47
1.0	0.46	0.11577844	61	47
1.0	0.46	0.11577844	62	47
1.0	0.46	0.11577844	63	47
1.0	0.46	0.11577844	64	47
1.0	0.46	0.11577844	65	47
1.0	0.46	0.11577844	66	47
1.0	0.47	0.10775431	67	47
1.0	0.46	0.11577844	68	47
1.0	0.46	0.11577844	69	47
1.0	0.46	0.11577844	70	47
1.0	0.47	0.10775431	71	47
1.0	0.46	0.11577844	72	47
1.0	0.46	0.11577844	73	47
1.0	0.47	0.10775431	74	47
1.0	0.46	0.11577844	75	47
1.0	0.48	0.09958736	76	47
1.0	0.46	0.11577844	77	47
1.0	0.46	0.11577844	78	47
1.0	0.46	0.11577844	79	47
1.0	0.46	0.11577844	80	47
1.0	0.47	0.10775431	81	47
1.0	0.48	0.09958736	82	47
1.0	0.46	0.11577844	83	47
1.0	0.46	0.11577844	84	47
1.0	0.46	0.11577844	85	47
1.0	0.46	0.11577844	86	47
1.0	0.46	0.11577844	87	47
1.0	0.46	0.11577844	88	47
1.0	0.46	0.11577844	89	47
1.0	0.46	0.11577844	90	47
1.0	0.46	0.11577844	91	47
0.333333333333	0.473333333333	-0.561618804444	91	47
1.0	0.46	0.11577844	92	47
0.0	0.48	-0.90041264	92	47
1.0	0.47	0.10775431	93	47
1.0	0.46	0.11577844	94	47
1.0	0.46	0.11577844	95	47
1.0	0.47	0.10775431	96	47
1.0	0.46	0.11577844	97	47
1.0	0.46	0.11577844	98	47
1.0	0.46	0.11577844	99	47
1.0	0.46	0.11577844	100	47
1.0	0.46	0.11577844	101	47
1.0	0.47	0.10775431	102	47
1.0	0.46	0.11577844	103	47
1.0	0.46	0.11577844	104	47
1.0	0.46	0.11577844	105	47
1.0	0.46	0.11577844	106	47
1.0	0.46	0.11577844	107	47
1.0	0.46	0.11577844	108	47
1.0	0.46	0.11577844	109	47
1.0	0.46	0.11577844	110	47
1.0	0.47	0.10775431	111	47
1.0	0.46	0.11577844	112	47
1.0	0.46	0.11577844	113	47
1.0	0.46	0.11577844	114	47
1.0	0.46	0.11577844	115	47
1.0	0.46	0.11577844	116	47
1.0	0.46	0.11577844	117	47
1.0	0.47	0.10775431	118	47
1.0	0.46	0.11577844	119	47
1.0	0.46	0.11577844	120	47
1.0	0.46	0.11577844	121	47
1.0	0.46	0.11577844	122	47
1.0	0.46	0.11577844	123	47
1.0	0.47	0.10775431	124	47
1.0	0.46	0.11577844	125	47
1.0	0.46	0.11577844	126	47
1.0	0.46	0.11577844	127	47
1.0	0.47	0.10775431	128	47
1.0	0.46	0.11577844	129	47
1.0	0.46	0.11577844	130	47
1.0	0.47	0.10775431	131	47
1.0	0.46	0.11577844	132	47
1.0	0.46	0.11577844	133	47
1.0	0.47	0.10775431	134	47
1.0	0.46	0.11577844	135	47
1.0	0.48	0.09958736	136	47
1.0	0.46	0.11577844	137	47
1.0	0.46	0.11577844	138	47
1.0	0.46	0.11577844	139	47
1.0	0.46	0.11577844	140	47
1.0	0.46	0.11577844	141	47
1.0	0.46	0.11577844	142	47
1.0	0.46	0.11577844	143	47
1.0	0.47	0.10775431	144	47
1.0	0.46	0.11577844	145	47
1.0	0.46	0.11577844	146	47
1.0	0.46	0.11577844	147	47
1.0	0.47	0.10775431	148	47
1.0	0.46	0.11577844	149	47
1.0	0.48	0.09958736	150	47
1.0	0.46	0.11577844	151	47
1.0	0.46	0.11577844	152	47
